Year	State	Month	Number	Date
2000	Goias	Novembro	26	01/01/2000
2001	Goias	Novembro	15	01/01/2001
2002	Goias	Novembro	192	01/01/2002
2003	Goias	Novembro	168	01/01/2003
2004	Goias	Novembro	291	01/01/2004
2005	Goias	Novembro	144	01/01/2005
2006	Goias	Novembro	91	01/01/2006
2007	Goias	Novembro	79	01/01/2007
2008	Goias	Novembro	90	01/01/2008
2009	Goias	Novembro	89	01/01/2009
2010	Goias	Novembro	67	01/01/2010
2011	Goias	Novembro	59	01/01/2011
2012	Goias	Novembro	57	01/01/2012
2013	Goias	Novembro	183	01/01/2013
2014	Goias	Novembro	181	01/01/2014
2015	Goias	Novembro	547	01/01/2015
2016	Goias	Novembro	123	01/01/2016
2017	Goias	Novembro	117	01/01/2017
1998	Goias	Dezembro	13	01/01/1998
1999	Goias	Dezembro	20	01/01/1999
2000	Goias	Dezembro	6	01/01/2000
2001	Goias	Dezembro	18	01/01/2001
2002	Goias	Dezembro	115	01/01/2002
2003	Goias	Dezembro	129	01/01/2003
2004	Goias	Dezembro	56	01/01/2004
2005	Goias	Dezembro	5	01/01/2005
2006	Goias	Dezembro	7	01/01/2006
2007	Goias	Dezembro	16	01/01/2007
2008	Goias	Dezembro	6	01/01/2008
2009	Goias	Dezembro	39	01/01/2009
2010	Goias	Dezembro	48	01/01/2010
2011	Goias	Dezembro	39	01/01/2011
2012	Goias	Dezembro	93	01/01/2012
2013	Goias	Dezembro	86	01/01/2013
2014	Goias	Dezembro	68	01/01/2014
2015	Goias	Dezembro	179	01/01/2015
2016	Goias	Dezembro	64	01/01/2016
1998	Maranhao	Janeiro	0	01/01/1998
1999	Maranhao	Janeiro	54	01/01/1999
2000	Maranhao	Janeiro	19	01/01/2000
2001	Maranhao	Janeiro	29	01/01/2001
2002	Maranhao	Janeiro	48	01/01/2002
2003	Maranhao	Janeiro	436	01/01/2003
2004	Maranhao	Janeiro	241	01/01/2004
2005	Maranhao	Janeiro	450	01/01/2005
2006	Maranhao	Janeiro	221	01/01/2006
2007	Maranhao	Janeiro	428	01/01/2007
2008	Maranhao	Janeiro	121	01/01/2008
2009	Maranhao	Janeiro	240	01/01/2009
2010	Maranhao	Janeiro	319	01/01/2010
2011	Maranhao	Janeiro	124	01/01/2011
2012	Maranhao	Janeiro	326	01/01/2012
2013	Maranhao	Janeiro	209	01/01/2013
2014	Maranhao	Janeiro	195	01/01/2014
2015	Maranhao	Janeiro	494	01/01/2015
2016	Maranhao	Janeiro	412	01/01/2016
2017	Maranhao	Janeiro	187	01/01/2017
1998	Maranhao	Fevereiro	0	01/01/1998
1999	Maranhao	Fevereiro	6	01/01/1999
2000	Maranhao	Fevereiro	11	01/01/2000
2001	Maranhao	Fevereiro	1	01/01/2001
2002	Maranhao	Fevereiro	116	01/01/2002
2003	Maranhao	Fevereiro	11	01/01/2003
2004	Maranhao	Fevereiro	22	01/01/2004
2005	Maranhao	Fevereiro	56	01/01/2005
2006	Maranhao	Fevereiro	22	01/01/2006
2007	Maranhao	Fevereiro	13	01/01/2007
2008	Maranhao	Fevereiro	45	01/01/2008
2009	Maranhao	Fevereiro	20	01/01/2009
2010	Maranhao	Fevereiro	93	01/01/2010
2011	Maranhao	Fevereiro	9	01/01/2011
2012	Maranhao	Fevereiro	46	01/01/2012
2013	Maranhao	Fevereiro	62	01/01/2013
2014	Maranhao	Fevereiro	29	01/01/2014
2015	Maranhao	Fevereiro	95	01/01/2015
2016	Maranhao	Fevereiro	318	01/01/2016
2017	Maranhao	Fevereiro	47	01/01/2017
1998	Maranhao	Marco	0	01/01/1998
1999	Maranhao	Marco	17	01/01/1999
2000	Maranhao	Marco	6	01/01/2000
2001	Maranhao	Marco	0	01/01/2001
2002	Maranhao	Marco	16	01/01/2002
2003	Maranhao	Marco	16	01/01/2003
2004	Maranhao	Marco	18	01/01/2004
2005	Maranhao	Marco	9	01/01/2005
2006	Maranhao	Marco	14	01/01/2006
2007	Maranhao	Marco	52	01/01/2007
2008	Maranhao	Marco	4	01/01/2008
2009	Maranhao	Marco	33	01/01/2009
2010	Maranhao	Marco	82	01/01/2010
2011	Maranhao	Marco	22	01/01/2011
2012	Maranhao	Marco	49	01/01/2012
2013	Maranhao	Marco	30	01/01/2013
2014	Maranhao	Marco	59	01/01/2014
2015	Maranhao	Marco	53	01/01/2015
2016	Maranhao	Marco	113	01/01/2016
2017	Maranhao	Marco	32	01/01/2017
1998	Maranhao	Abril	0	01/01/1998
1999	Maranhao	Abril	4	01/01/1999
2000	Maranhao	Abril	6	01/01/2000
2001	Maranhao	Abril	2	01/01/2001
2002	Maranhao	Abril	28	01/01/2002
2003	Maranhao	Abril	79	01/01/2003
2004	Maranhao	Abril	44	01/01/2004
2005	Maranhao	Abril	43	01/01/2005
2006	Maranhao	Abril	9	01/01/2006
2007	Maranhao	Abril	5	01/01/2007
2008	Maranhao	Abril	26	01/01/2008
2009	Maranhao	Abril	14	01/01/2009
2010	Maranhao	Abril	128	01/01/2010
2011	Maranhao	Abril	37	01/01/2011
2012	Maranhao	Abril	97	01/01/2012
2013	Maranhao	Abril	62	01/01/2013
2014	Maranhao	Abril	78	01/01/2014
2015	Maranhao	Abril	119	01/01/2015
2016	Maranhao	Abril	113	01/01/2016
2017	Maranhao	Abril	91	01/01/2017
1998	Maranhao	Maio	0	01/01/1998
1999	Maranhao	Maio	3	01/01/1999
2000	Maranhao	Maio	28	01/01/2000
2001	Maranhao	Maio	21	01/01/2001
2002	Maranhao	Maio	71	01/01/2002
2003	Maranhao	Maio	60	01/01/2003
2004	Maranhao	Maio	145	01/01/2004
2005	Maranhao	Maio	74	01/01/2005
2006	Maranhao	Maio	5	01/01/2006
2007	Maranhao	Maio	73	01/01/2007
2008	Maranhao	Maio	26	01/01/2008
2009	Maranhao	Maio	19	01/01/2009
2010	Maranhao	Maio	273	01/01/2010
2011	Maranhao	Maio	73	01/01/2011
2012	Maranhao	Maio	286	01/01/2012
2013	Maranhao	Maio	100	01/01/2013
2014	Maranhao	Maio	148	01/01/2014
2015	Maranhao	Maio	194	01/01/2015
2016	Maranhao	Maio	206	01/01/2016
2017	Maranhao	Maio	142	01/01/2017
1998	Maranhao	Junho	78	01/01/1998
1999	Maranhao	Junho	32	01/01/1999
2000	Maranhao	Junho	94	01/01/2000
2001	Maranhao	Junho	100	01/01/2001
2002	Maranhao	Junho	230	01/01/2002
2003	Maranhao	Junho	338	01/01/2003
2004	Maranhao	Junho	706	01/01/2004
2005	Maranhao	Junho	529	01/01/2005
2006	Maranhao	Junho	131	01/01/2006
2007	Maranhao	Junho	515	01/01/2007
2008	Maranhao	Junho	235	01/01/2008
2009	Maranhao	Junho	279	01/01/2009
2010	Maranhao	Junho	494	01/01/2010
2011	Maranhao	Junho	602	01/01/2011
2012	Maranhao	Junho	915	01/01/2012
2013	Maranhao	Junho	498	01/01/2013
2014	Maranhao	Junho	812	01/01/2014
2015	Maranhao	Junho	887	01/01/2015
2016	Maranhao	Junho	709	01/01/2016
2017	Maranhao	Junho	885	01/01/2017
1998	Maranhao	Julho	274	01/01/1998
1999	Maranhao	Julho	258	01/01/1999
2000	Maranhao	Julho	233	01/01/2000
2001	Maranhao	Julho	549	01/01/2001
2002	Maranhao	Julho	1271	01/01/2002
2003	Maranhao	Julho	1103	01/01/2003
2004	Maranhao	Julho	1366	01/01/2004
2005	Maranhao	Julho	1152	01/01/2005
2006	Maranhao	Julho	512	01/01/2006
2007	Maranhao	Julho	1205	01/01/2007
2008	Maranhao	Julho	502	01/01/2008
2009	Maranhao	Julho	972	01/01/2009
2010	Maranhao	Julho	2323	01/01/2010
2011	Maranhao	Julho	1024	01/01/2011
2012	Maranhao	Julho	3548	01/01/2012
2013	Maranhao	Julho	1111	01/01/2013
2014	Maranhao	Julho	2068	01/01/2014
2015	Maranhao	Julho	1642	01/01/2015
2016	Maranhao	Julho	2096	01/01/2016
2017	Maranhao	Julho	2521	01/01/2017
1998	Maranhao	Agosto	1176	01/01/1998
1999	Maranhao	Agosto	895	01/01/1999
2000	Maranhao	Agosto	839	01/01/2000
2001	Maranhao	Agosto	2037	01/01/2001
2002	Maranhao	Agosto	3481	01/01/2002
2003	Maranhao	Agosto	2023	01/01/2003
2004	Maranhao	Agosto	1889	01/01/2004
2005	Maranhao	Agosto	2239	01/01/2005
2006	Maranhao	Agosto	1382	01/01/2006
2007	Maranhao	Agosto	8409	01/01/2007
2008	Maranhao	Agosto	713	01/01/2008
2009	Maranhao	Agosto	1766	01/01/2009
2010	Maranhao	Agosto	6353	01/01/2010
2011	Maranhao	Agosto	2138	01/01/2011
2012	Maranhao	Agosto	10395	01/01/2012
2013	Maranhao	Agosto	2098	01/01/2013
2014	Maranhao	Agosto	5592	01/01/2014
2015	Maranhao	Agosto	5428	01/01/2015
2016	Maranhao	Agosto	3723	01/01/2016
2017	Maranhao	Agosto	3875	01/01/2017
1998	Maranhao	Setembro	3935	01/01/1998
1999	Maranhao	Setembro	1739	01/01/1999
2000	Maranhao	Setembro	1365	01/01/2000
2001	Maranhao	Setembro	4618	01/01/2001
2002	Maranhao	Setembro	3181	01/01/2002
2003	Maranhao	Setembro	5878	01/01/2003
2004	Maranhao	Setembro	4673	01/01/2004
2005	Maranhao	Setembro	6292	01/01/2005
2006	Maranhao	Setembro	2907	01/01/2006
2007	Maranhao	Setembro	8524	01/01/2007
2008	Maranhao	Setembro	2761	01/01/2008
2009	Maranhao	Setembro	2404	01/01/2009
2010	Maranhao	Setembro	9795	01/01/2010
2011	Maranhao	Setembro	4632	01/01/2011
2012	Maranhao	Setembro	7626	01/01/2012
2013	Maranhao	Setembro	3880	01/01/2013
2014	Maranhao	Setembro	4373	01/01/2014
2015	Maranhao	Setembro	6423	01/01/2015
2016	Maranhao	Setembro	3166	01/01/2016
2017	Maranhao	Setembro	14825	01/01/2017
1998	Maranhao	Outubro	5137	01/01/1998
1999	Maranhao	Outubro	3208	01/01/1999
2000	Maranhao	Outubro	2654	01/01/2000
2001	Maranhao	Outubro	6661	01/01/2001
2002	Maranhao	Outubro	5182	01/01/2002
2003	Maranhao	Outubro	6085	01/01/2003
2004	Maranhao	Outubro	3604	01/01/2004
2005	Maranhao	Outubro	6472	01/01/2005
2006	Maranhao	Outubro	3024	01/01/2006
2007	Maranhao	Outubro	4772	01/01/2007
2008	Maranhao	Outubro	3498	01/01/2008
2009	Maranhao	Outubro	1861	01/01/2009
2010	Maranhao	Outubro	3228	01/01/2010
2011	Maranhao	Outubro	2404	01/01/2011
2012	Maranhao	Outubro	5000	01/01/2012
2013	Maranhao	Outubro	2918	01/01/2013
2014	Maranhao	Outubro	5812	01/01/2014
2015	Maranhao	Outubro	6746	01/01/2015
2016	Maranhao	Outubro	5351	01/01/2016
2017	Maranhao	Outubro	6011	01/01/2017
1998	Maranhao	Novembro	2237	01/01/1998
1999	Maranhao	Novembro	1494	01/01/1999
2000	Maranhao	Novembro	2267	01/01/2000
2001	Maranhao	Novembro	3525	01/01/2001
2002	Maranhao	Novembro	5830	01/01/2002
2003	Maranhao	Novembro	4929	01/01/2003
2004	Maranhao	Novembro	6398	01/01/2004
2005	Maranhao	Novembro	4769	01/01/2005
2006	Maranhao	Novembro	2004	01/01/2006
2007	Maranhao	Novembro	2297	01/01/2007
2008	Maranhao	Novembro	2331	01/01/2008
2009	Maranhao	Novembro	5000	01/01/2009
2010	Maranhao	Novembro	4005	01/01/2010
2011	Maranhao	Novembro	2261	01/01/2011
2012	Maranhao	Novembro	2010	01/01/2012
2013	Maranhao	Novembro	2529	01/01/2013
2014	Maranhao	Novembro	3869	01/01/2014
2015	Maranhao	Novembro	4350	01/01/2015
2016	Maranhao	Novembro	3982	01/01/2016
2017	Maranhao	Novembro	2300	01/01/2017
1998	Maranhao	Dezembro	1399	01/01/1998
1999	Maranhao	Dezembro	1001	01/01/1999
2000	Maranhao	Dezembro	1461	01/01/2000
2001	Maranhao	Dezembro	1296	01/01/2001
2002	Maranhao	Dezembro	2165	01/01/2002
2003	Maranhao	Dezembro	2424	01/01/2003
2004	Maranhao	Dezembro	3255	01/01/2004
2005	Maranhao	Dezembro	1660	01/01/2005
2006	Maranhao	Dezembro	1052	01/01/2006
2007	Maranhao	Dezembro	800	01/01/2007
2008	Maranhao	Dezembro	1101	01/01/2008
2009	Maranhao	Dezembro	1768	01/01/2009
2010	Maranhao	Dezembro	1803	01/01/2010
2011	Maranhao	Dezembro	1629	01/01/2011
2012	Maranhao	Dezembro	1296	01/01/2012
2013	Maranhao	Dezembro	2692	01/01/2013
2014	Maranhao	Dezembro	2400	01/01/2014
2015	Maranhao	Dezembro	3706	01/01/2015
2016	Maranhao	Dezembro	1577	01/01/2016
1998	Mato Grosso	Janeiro	0	01/01/1998
1999	Mato Grosso	Janeiro	39	01/01/1999
2000	Mato Grosso	Janeiro	44	01/01/2000
2001	Mato Grosso	Janeiro	44	01/01/2001
2002	Mato Grosso	Janeiro	172	01/01/2002
2003	Mato Grosso	Janeiro	896	01/01/2003
2004	Mato Grosso	Janeiro	301	01/01/2004
2005	Mato Grosso	Janeiro	438	01/01/2005
2006	Mato Grosso	Janeiro	947	01/01/2006
2007	Mato Grosso	Janeiro	476	01/01/2007
2008	Mato Grosso	Janeiro	245	01/01/2008
2009	Mato Grosso	Janeiro	527	01/01/2009
2010	Mato Grosso	Janeiro	298	01/01/2010
2011	Mato Grosso	Janeiro	171	01/01/2011
2012	Mato Grosso	Janeiro	166	01/01/2012
2013	Mato Grosso	Janeiro	269	01/01/2013
2014	Mato Grosso	Janeiro	315	01/01/2014
2015	Mato Grosso	Janeiro	960	01/01/2015
2016	Mato Grosso	Janeiro	374	01/01/2016
2017	Mato Grosso	Janeiro	482	01/01/2017
1998	Mato Grosso	Fevereiro	0	01/01/1998
1999	Mato Grosso	Fevereiro	28	01/01/1999
2000	Mato Grosso	Fevereiro	35	01/01/2000
2001	Mato Grosso	Fevereiro	54	01/01/2001
2002	Mato Grosso	Fevereiro	22	01/01/2002
2003	Mato Grosso	Fevereiro	592	01/01/2003
2004	Mato Grosso	Fevereiro	272	01/01/2004
2005	Mato Grosso	Fevereiro	871	01/01/2005
2006	Mato Grosso	Fevereiro	383	01/01/2006
2007	Mato Grosso	Fevereiro	213	01/01/2007
2008	Mato Grosso	Fevereiro	180	01/01/2008
2009	Mato Grosso	Fevereiro	248	01/01/2009
2010	Mato Grosso	Fevereiro	431	01/01/2010
2011	Mato Grosso	Fevereiro	119	01/01/2011
2012	Mato Grosso	Fevereiro	193	01/01/2012
2013	Mato Grosso	Fevereiro	375	01/01/2013
2014	Mato Grosso	Fevereiro	199	01/01/2014
2015	Mato Grosso	Fevereiro	542	01/01/2015
2016	Mato Grosso	Fevereiro	1050	01/01/2016
2017	Mato Grosso	Fevereiro	337	01/01/2017
1998	Mato Grosso	Marco	0	01/01/1998
1999	Mato Grosso	Marco	18	01/01/1999
2000	Mato Grosso	Marco	60	01/01/2000
2001	Mato Grosso	Marco	24	01/01/2001
2002	Mato Grosso	Marco	103	01/01/2002
2003	Mato Grosso	Marco	554	01/01/2003
2004	Mato Grosso	Marco	743	01/01/2004
2005	Mato Grosso	Marco	362	01/01/2005
2006	Mato Grosso	Marco	448	01/01/2006
2007	Mato Grosso	Marco	476	01/01/2007
2008	Mato Grosso	Marco	180	01/01/2008
2009	Mato Grosso	Marco	325	01/01/2009
2010	Mato Grosso	Marco	605	01/01/2010
2011	Mato Grosso	Marco	252	01/01/2011
2012	Mato Grosso	Marco	423	01/01/2012
2013	Mato Grosso	Marco	563	01/01/2013
2014	Mato Grosso	Marco	655	01/01/2014
2015	Mato Grosso	Marco	705	01/01/2015
2016	Mato Grosso	Marco	1085	01/01/2016
2017	Mato Grosso	Marco	719	01/01/2017
1998	Mato Grosso	Abril	0	01/01/1998
1999	Mato Grosso	Abril	76	01/01/1999
2000	Mato Grosso	Abril	59	01/01/2000
2001	Mato Grosso	Abril	309	01/01/2001
2002	Mato Grosso	Abril	641	01/01/2002
2003	Mato Grosso	Abril	903	01/01/2003
2004	Mato Grosso	Abril	441	01/01/2004
2005	Mato Grosso	Abril	372	01/01/2005
2006	Mato Grosso	Abril	161	01/01/2006
2007	Mato Grosso	Abril	79	01/01/2007
2008	Mato Grosso	Abril	274	01/01/2008
2009	Mato Grosso	Abril	169	01/01/2009
2010	Mato Grosso	Abril	769	01/01/2010
2011	Mato Grosso	Abril	345	01/01/2011
2012	Mato Grosso	Abril	521	01/01/2012
2013	Mato Grosso	Abril	338	01/01/2013
2014	Mato Grosso	Abril	859	01/01/2014
2015	Mato Grosso	Abril	947	01/01/2015
2016	Mato Grosso	Abril	1770	01/01/2016
2017	Mato Grosso	Abril	606	01/01/2017
1998	Mato Grosso	Maio	0	01/01/1998
1999	Mato Grosso	Maio	731	01/01/1999
2000	Mato Grosso	Maio	1194	01/01/2000
2001	Mato Grosso	Maio	1193	01/01/2001
2002	Mato Grosso	Maio	2528	01/01/2002
2003	Mato Grosso	Maio	942	01/01/2003
2004	Mato Grosso	Maio	2413	01/01/2004
2005	Mato Grosso	Maio	1641	01/01/2005
2006	Mato Grosso	Maio	269	01/01/2006
2007	Mato Grosso	Maio	359	01/01/2007
2008	Mato Grosso	Maio	119	01/01/2008
2009	Mato Grosso	Maio	516	01/01/2009
2010	Mato Grosso	Maio	1313	01/01/2010
2011	Mato Grosso	Maio	547	01/01/2011
2012	Mato Grosso	Maio	812	01/01/2012
2013	Mato Grosso	Maio	739	01/01/2013
2014	Mato Grosso	Maio	933	01/01/2014
2015	Mato Grosso	Maio	541	01/01/2015
2016	Mato Grosso	Maio	1081	01/01/2016
2017	Mato Grosso	Maio	845	01/01/2017
1998	Mato Grosso	Junho	2201	01/01/1998
1999	Mato Grosso	Junho	2201	01/01/1999
2000	Mato Grosso	Junho	4358	01/01/2000
2001	Mato Grosso	Junho	6665	01/01/2001
2002	Mato Grosso	Junho	7878	01/01/2002
2003	Mato Grosso	Junho	4313	01/01/2003
2004	Mato Grosso	Junho	9813	01/01/2004
2005	Mato Grosso	Junho	2294	01/01/2005
2006	Mato Grosso	Junho	856	01/01/2006
2007	Mato Grosso	Junho	1339	01/01/2007
2008	Mato Grosso	Junho	403	01/01/2008
2009	Mato Grosso	Junho	979	01/01/2009
2010	Mato Grosso	Junho	1025	01/01/2010
2011	Mato Grosso	Junho	974	01/01/2011
2012	Mato Grosso	Junho	1651	01/01/2012
2013	Mato Grosso	Junho	1213	01/01/2013
2014	Mato Grosso	Junho	1795	01/01/2014
2015	Mato Grosso	Junho	1402	01/01/2015
2016	Mato Grosso	Junho	1417	01/01/2016
2017	Mato Grosso	Junho	2041	01/01/2017
1998	Mato Grosso	Julho	3712	01/01/1998
1999	Mato Grosso	Julho	3926	01/01/1999
2000	Mato Grosso	Julho	1338	01/01/2000
2001	Mato Grosso	Julho	1555	01/01/2001
2002	Mato Grosso	Julho	5661	01/01/2002
2003	Mato Grosso	Julho	5435	01/01/2003
2004	Mato Grosso	Julho	11517	01/01/2004
2005	Mato Grosso	Julho	4172	01/01/2005
2006	Mato Grosso	Julho	1941	01/01/2006
2007	Mato Grosso	Julho	1790	01/01/2007
2008	Mato Grosso	Julho	1117	01/01/2008
2009	Mato Grosso	Julho	1613	01/01/2009
2010	Mato Grosso	Julho	3442	01/01/2010
2011	Mato Grosso	Julho	1061	01/01/2011
2012	Mato Grosso	Julho	2008	01/01/2012
2013	Mato Grosso	Julho	1630	01/01/2013
2014	Mato Grosso	Julho	2255	01/01/2014
2015	Mato Grosso	Julho	1533	01/01/2015
2016	Mato Grosso	Julho	3495	01/01/2016
2017	Mato Grosso	Julho	2790	01/01/2017
1998	Mato Grosso	Agosto	15406	01/01/1998
1999	Mato Grosso	Agosto	18566	01/01/1999
2000	Mato Grosso	Agosto	6063	01/01/2000
2001	Mato Grosso	Agosto	7762	01/01/2001
2002	Mato Grosso	Agosto	14086	01/01/2002
2003	Mato Grosso	Agosto	11132	01/01/2003
2004	Mato Grosso	Agosto	13603	01/01/2004
2005	Mato Grosso	Agosto	11570	01/01/2005
2006	Mato Grosso	Agosto	6218	01/01/2006
2007	Mato Grosso	Agosto	14453	01/01/2007
2008	Mato Grosso	Agosto	2875	01/01/2008
2009	Mato Grosso	Agosto	2250	01/01/2009
2010	Mato Grosso	Agosto	14608	01/01/2010
2011	Mato Grosso	Agosto	2628	01/01/2011
2012	Mato Grosso	Agosto	6195	01/01/2012
2013	Mato Grosso	Agosto	3568	01/01/2013
2014	Mato Grosso	Agosto	7167	01/01/2014
2015	Mato Grosso	Agosto	5112	01/01/2015
2016	Mato Grosso	Agosto	6228	01/01/2016
2017	Mato Grosso	Agosto	6229	01/01/2017
1998	Mato Grosso	Setembro	10363	01/01/1998
1999	Mato Grosso	Setembro	11729	01/01/1999
2000	Mato Grosso	Setembro	6251	01/01/2000
2001	Mato Grosso	Setembro	8490	01/01/2001
2002	Mato Grosso	Setembro	11034	01/01/2002
2003	Mato Grosso	Setembro	15790	01/01/2003
2004	Mato Grosso	Setembro	24994	01/01/2004
2005	Mato Grosso	Setembro	20551	01/01/2005
2006	Mato Grosso	Setembro	12661	01/01/2006
2007	Mato Grosso	Setembro	25963	01/01/2007
2008	Mato Grosso	Setembro	7965	01/01/2008
2009	Mato Grosso	Setembro	3129	01/01/2009
2010	Mato Grosso	Setembro	18366	01/01/2010
2011	Mato Grosso	Setembro	6332	01/01/2011
2012	Mato Grosso	Setembro	10344	01/01/2012
2013	Mato Grosso	Setembro	5576	01/01/2013
2014	Mato Grosso	Setembro	7081	01/01/2014
2015	Mato Grosso	Setembro	11068	01/01/2015
2016	Mato Grosso	Setembro	8980	01/01/2016
2017	Mato Grosso	Setembro	23945	01/01/2017
1998	Mato Grosso	Outubro	2707	01/01/1998
1999	Mato Grosso	Outubro	6109	01/01/1999
2000	Mato Grosso	Outubro	6062	01/01/2000
2001	Mato Grosso	Outubro	6543	01/01/2001
2002	Mato Grosso	Outubro	9375	01/01/2002
2003	Mato Grosso	Outubro	5341	01/01/2003
2004	Mato Grosso	Outubro	9295	01/01/2004
2005	Mato Grosso	Outubro	7765	01/01/2005
2006	Mato Grosso	Outubro	2327	01/01/2006
2007	Mato Grosso	Outubro	4890	01/01/2007
2008	Mato Grosso	Outubro	6326	01/01/2008
2009	Mato Grosso	Outubro	2579	01/01/2009
2010	Mato Grosso	Outubro	4465	01/01/2010
2011	Mato Grosso	Outubro	2010	01/01/2011
2012	Mato Grosso	Outubro	2837	01/01/2012
2013	Mato Grosso	Outubro	1986	01/01/2013
2014	Mato Grosso	Outubro	5281	01/01/2014
2015	Mato Grosso	Outubro	6490	01/01/2015
2016	Mato Grosso	Outubro	2749	01/01/2016
2017	Mato Grosso	Outubro	4800	01/01/2017
1998	Mato Grosso	Novembro	182	01/01/1998
1999	Mato Grosso	Novembro	842	01/01/1999
2000	Mato Grosso	Novembro	502	01/01/2000
2001	Mato Grosso	Novembro	373	01/01/2001
2002	Mato Grosso	Novembro	2905	01/01/2002
2003	Mato Grosso	Novembro	2097	01/01/2003
2004	Mato Grosso	Novembro	2405	01/01/2004
2005	Mato Grosso	Novembro	1368	01/01/2005
2006	Mato Grosso	Novembro	1031	01/01/2006
2007	Mato Grosso	Novembro	299	01/01/2007
2008	Mato Grosso	Novembro	190	01/01/2008
2009	Mato Grosso	Novembro	588	01/01/2009
2010	Mato Grosso	Novembro	768	01/01/2010
2011	Mato Grosso	Novembro	1103	01/01/2011
2012	Mato Grosso	Novembro	375	01/01/2012
2013	Mato Grosso	Novembro	1064	01/01/2013
2014	Mato Grosso	Novembro	1018	01/01/2014
2015	Mato Grosso	Novembro	1930	01/01/2015
2016	Mato Grosso	Novembro	918	01/01/2016
2017	Mato Grosso	Novembro	813	01/01/2017
1998	Mato Grosso	Dezembro	76	01/01/1998
1999	Mato Grosso	Dezembro	47	01/01/1999
2000	Mato Grosso	Dezembro	98	01/01/2000
2001	Mato Grosso	Dezembro	37	01/01/2001
2002	Mato Grosso	Dezembro	1157	01/01/2002
2003	Mato Grosso	Dezembro	1622	01/01/2003
2004	Mato Grosso	Dezembro	1217	01/01/2004
2005	Mato Grosso	Dezembro	246	01/01/2005
2006	Mato Grosso	Dezembro	23	01/01/2006
2007	Mato Grosso	Dezembro	81	01/01/2007
2008	Mato Grosso	Dezembro	159	01/01/2008
2009	Mato Grosso	Dezembro	171	01/01/2009
2010	Mato Grosso	Dezembro	846	01/01/2010
2011	Mato Grosso	Dezembro	431	01/01/2011
2012	Mato Grosso	Dezembro	492	01/01/2012
2013	Mato Grosso	Dezembro	447	01/01/2013
2014	Mato Grosso	Dezembro	466	01/01/2014
2015	Mato Grosso	Dezembro	1777	01/01/2015
2016	Mato Grosso	Dezembro	425	01/01/2016
1998	Mato Grosso do Sul	Janeiro	0	01/01/1998
1999	Mato Grosso do Sul	Janeiro	239	01/01/1999
2000	Mato Grosso do Sul	Janeiro	326	01/01/2000
2001	Mato Grosso do Sul	Janeiro	97	01/01/2001
2002	Mato Grosso do Sul	Janeiro	304	01/01/2002
2003	Mato Grosso do Sul	Janeiro	182	01/01/2003
2004	Mato Grosso do Sul	Janeiro	258	01/01/2004
2005	Mato Grosso do Sul	Janeiro	59	01/01/2005
2006	Mato Grosso do Sul	Janeiro	59	01/01/2006
2007	Mato Grosso do Sul	Janeiro	19	01/01/2007
2008	Mato Grosso do Sul	Janeiro	63	01/01/2008
2009	Mato Grosso do Sul	Janeiro	229	01/01/2009
2010	Mato Grosso do Sul	Janeiro	72	01/01/2010
2011	Mato Grosso do Sul	Janeiro	129	01/01/2011
2012	Mato Grosso do Sul	Janeiro	201	01/01/2012
2013	Mato Grosso do Sul	Janeiro	174	01/01/2013
2014	Mato Grosso do Sul	Janeiro	197	01/01/2014
2015	Mato Grosso do Sul	Janeiro	226	01/01/2015
2016	Mato Grosso do Sul	Janeiro	127	01/01/2016
2017	Mato Grosso do Sul	Janeiro	355	01/01/2017
1998	Mato Grosso do Sul	Fevereiro	0	01/01/1998
1999	Mato Grosso do Sul	Fevereiro	69	01/01/1999
2000	Mato Grosso do Sul	Fevereiro	81	01/01/2000
2001	Mato Grosso do Sul	Fevereiro	89	01/01/2001
2002	Mato Grosso do Sul	Fevereiro	98	01/01/2002
2003	Mato Grosso do Sul	Fevereiro	108	01/01/2003
2004	Mato Grosso do Sul	Fevereiro	169	01/01/2004
2005	Mato Grosso do Sul	Fevereiro	221	01/01/2005
2006	Mato Grosso do Sul	Fevereiro	104	01/01/2006
2007	Mato Grosso do Sul	Fevereiro	111	01/01/2007
2008	Mato Grosso do Sul	Fevereiro	78	01/01/2008
2009	Mato Grosso do Sul	Fevereiro	164	01/01/2009
2010	Mato Grosso do Sul	Fevereiro	157	01/01/2010
2011	Mato Grosso do Sul	Fevereiro	61	01/01/2011
2012	Mato Grosso do Sul	Fevereiro	112	01/01/2012
2013	Mato Grosso do Sul	Fevereiro	100	01/01/2013
2014	Mato Grosso do Sul	Fevereiro	139	01/01/2014
2015	Mato Grosso do Sul	Fevereiro	148	01/01/2015
2016	Mato Grosso do Sul	Fevereiro	187	01/01/2016
2017	Mato Grosso do Sul	Fevereiro	165	01/01/2017
1998	Mato Grosso do Sul	Marco	0	01/01/1998
1999	Mato Grosso do Sul	Marco	100	01/01/1999
2000	Mato Grosso do Sul	Marco	23	01/01/2000
2001	Mato Grosso do Sul	Marco	39	01/01/2001
2002	Mato Grosso do Sul	Marco	115	01/01/2002
2003	Mato Grosso do Sul	Marco	137	01/01/2003
2004	Mato Grosso do Sul	Marco	225	01/01/2004
2005	Mato Grosso do Sul	Marco	158	01/01/2005
2006	Mato Grosso do Sul	Marco	137	01/01/2006
2007	Mato Grosso do Sul	Marco	137	01/01/2007
2008	Mato Grosso do Sul	Marco	97	01/01/2008
